,datetime,predict_TS,predict_residual,predict_value,SITE_ID,value,TS,residual
2832,2012-11-27,2362.945670738008,7.7607727095559635,2370.706443447564,236,2324.372200000001,2248.0421008507287,76.33009914927243
2833,2012-11-28,2248.843165597131,88.42524506219611,2337.268410659327,236,2126.4056000000023,2162.9679782706817,-36.56237827067923
2834,2012-11-29,2355.466646175816,31.06436383675719,2386.5310100125735,236,2305.4245000000014,2272.646062886066,32.77843711393575
2835,2012-11-30,2268.024997735838,-30.698644408302,2237.3263533275363,236,2291.1761000000006,2170.095115358594,121.08098464140699
2836,2012-12-01,1122.1383646529457,-125.93318467372322,996.2051799792225,236,1138.990000000003,991.4785233256259,147.51147667437704
2837,2012-12-02,1226.9225401395297,-242.2429515795028,984.6795885600269,236,912.2235999999998,1090.9410459219653,-178.71744592196558
2838,2012-12-03,2315.946336405298,-335.1612228159165,1980.7851135893816,236,2059.4050000000016,2180.68241624349,-121.27741624348863
2839,2012-12-04,2444.377401470366,30.408022313712195,2474.785423784078,236,2309.5169000000014,2309.303429422158,0.2134705778435091
2840,2012-12-05,2336.8014861522656,98.32652487713422,2435.1280110293997,236,2173.094800000001,2170.4176925563957,2.677107443605678
2841,2012-12-06,2448.263773999027,54.63916512687364,2502.9029391259005,236,2322.250800000002,2277.1942628860656,45.05653711393643
2842,2012-12-07,2363.9925619226697,83.20438661936358,2447.196948542033,236,2359.540100000002,2188.155901072879,171.38419892712318
2843,2012-12-08,1219.9203555374534,70.82518792336664,1290.74554346082,236,1032.8817999999992,1013.3072947541968,19.574505245802357
2844,2012-12-09,1323.7799558375805,-21.377802460143084,1302.4021533774373,236,932.5369999999998,1093.2367316362506,-160.6997316362507
2845,2012-12-10,2409.2284841472124,-23.444462712875158,2385.7840214343373,236,2154.6011000000008,2172.3021591006327,-17.70105910063188
2846,2012-12-11,2532.502245813696,46.93544710469859,2579.4376929183945,236,2321.037500000001,2273.7248722793,47.3126277207009
2847,2012-12-12,2417.8440691955097,114.999243979614,2532.8433131751235,236,2083.0524000000023,2144.215721127824,-61.16332112782163
2848,2012-12-13,2520.160691577107,-14.922041878598295,2505.2386496985087,236,2264.345500000002,2250.4506628860654,13.894837113936546
2849,2012-12-14,2425.0743230083585,-13.122182150683063,2411.9521408576757,236,2237.516000000001,2139.323943930022,98.19205606997912
2850,2012-12-15,1269.208308830894,58.48471216899594,1327.69302099989,236,992.4096999999994,964.6269233256257,27.782776674373622
2851,2012-12-16,1359.2842131214272,30.02551278238421,1389.3097259038113,236,949.0590000000002,1061.5990459219647,-112.54004592196463
2852,2012-12-17,2429.4019641397535,-63.19395748675148,2366.208006653002,236,2095.1787000000013,2158.637973386347,-63.4592733863455
2853,2012-12-18,2537.193698731299,51.31797057811867,2588.5116693094174,236,2333.619200000001,2282.646529422157,50.97267057784393
2854,2012-12-19,2406.8498642487643,114.13429219681672,2520.984156445581,236,2112.3088000000007,2156.5807639849663,-44.27196398496574
2855,2012-12-20,2493.3843756458805,46.055385885766164,2539.4397615316466,236,2332.2547000000004,2251.468805743208,80.78589425679229
2856,2012-12-21,2383.0070398302905,74.94522274260896,2457.9522625728996,236,2273.592800000001,1957.9882582157359,315.60454178426494
2857,2012-12-22,1213.1682262209765,-64.68698074064348,1148.481245480333,236,976.0412999999985,578.3296090399108,397.7116909600877
2858,2012-12-23,1289.653010703814,-73.5399740093187,1216.1130366944953,236,886.1527000000001,501.04616020767855,385.10653979232154
2859,2012-12-24,2347.015240854072,-444.26375846806985,1902.7514823860022,236,759.279500000001,1384.2450591006323,-624.9655591006313
2860,2012-12-25,2444.2299584345014,-606.72692054525,1837.5030378892516,236,911.4695000000007,1309.182100850728,-397.7126008507272
2861,2012-12-26,2305.3196706384206,58.43789300755626,2363.757563645977,236,921.7762000000002,1168.239649699252,-246.46344969925178
2862,2012-12-27,2385.23045249935,406.0534149064625,2791.2838674058125,236,903.2837000000001,1258.6669343146366,-355.3832343146365
2863,2012-12-28,2270.530081604497,7.18445138172803,2277.714532986225,236,916.1690000000007,1159.3422010728787,-243.173201072878
2864,2012-12-29,1099.218101973273,212.31209510632326,1311.5301970795963,236,855.5360999999998,-146.77746238866052,1002.3135623886603
2865,2012-12-30,1175.8247650844069,274.94544681961946,1450.7702119040264,236,792.0211000000016,-251.85165152702086,1043.8727515270225
2866,2012-12-31,2235.007879523195,364.2082240142256,2599.21610353742,236,782.471000000001,733.5211131822643,48.94988681773674
2867,2012-11-01,2392.27881266857,-154.04837665993213,2238.2304360086378,259,0.0,1754.2381844265572,-1754.2381844265572
2868,2012-11-02,2236.0036074892696,-108.91433943470065,2127.089268054569,259,1045.9941,1818.9838731628206,-772.9897731628207
2869,2012-11-03,-479.4471123863421,1728.9221093829326,1249.4749969965906,259,1353.0501999999976,-251.2731749141035,1604.3233749141011
2870,2012-11-04,-780.4800685370694,2141.856796535804,1361.3767279987344,259,1401.6733000000006,204.7783859993781,1196.8949140006225
2871,2012-11-05,1432.4026010996024,147.21064295959144,1579.613244059194,259,3135.9963999999986,3204.0709299635673,-68.07452996356892
2872,2012-11-06,1372.8638343307905,-270.1006752158059,1102.7631591149845,259,3288.984800000001,3809.609151825331,-520.6243518253299
2873,2012-11-07,1371.8322087932218,-667.1770236083943,704.6551851848275,259,4062.134100000002,4015.0779352507334,47.05616474926876
2874,2012-11-08,1347.7860412765908,103.92387756574036,1451.7099188423313,259,4336.140200000002,4129.238755855128,206.90144414487372
2875,2012-11-09,1308.977913470752,-413.4780342309309,895.499879239821,259,4661.584499999998,4155.739916019964,505.8445839800346
2876,2012-11-10,-1272.0027930473677,-865.9173708840862,-2137.9201639314538,259,2011.9748999999995,1747.6849822287531,264.28991777124634
2877,2012-11-11,-1424.1458885968007,-356.21087017833514,-1780.3567587751359,259,1804.3155999999992,1673.8641002850918,130.4514997149074
2878,2012-11-12,950.0627374186193,-105.22517613354243,844.837561285077,259,3128.8721999999975,4052.0040585349943,-923.131858534997
2879,2012-11-13,1062.9398141543218,-323.6725001702478,739.267313984074,259,4213.3844,4150.1761518253315,63.20824817466848
2880,2012-11-14,1242.611556601982,119.09100210695973,1361.7025587089418,259,4415.1611,4250.294920965019,164.8661790349812
2881,2012-11-15,1405.0356571837622,334.2159798676208,1739.2516370513829,259,4324.212300000001,4306.142470140843,18.069829859158062
2882,2012-11-16,1555.8270984945077,-13.385836655533549,1542.4412618389742,259,4725.612000000002,4476.072087448536,249.53991255146582
2883,2012-11-17,-834.6648656717587,71.77515402617503,-762.8897116455836,259,1933.4495000000002,1952.1001822287544,-18.65068222875425
2884,2012-11-18,-799.008713087761,98.29178290040582,-700.7169301873552,259,1798.7649999999999,1762.9427145708069,35.822285429193016
2885,2012-11-19,1757.6398644728988,-10.831796118802009,1746.8080683540968,259,4125.747200000002,3970.5920871064245,155.15511289357732
2886,2012-11-20,2045.8850422119044,17.55450175200277,2063.439543963907,259,4326.365199999998,3860.3252803967594,466.0399196032391
2887,2012-11-21,2391.007591661352,-217.9561362716792,2173.051455389673,259,3960.831999999999,3966.869749536447,-6.037749536448132
2888,2012-11-22,2706.7217442083283,-195.41734906446632,2511.304395143862,259,3118.850299999998,4046.762470140843,-927.9121701408451
2889,2012-11-23,2996.592876344866,-488.6100528490659,2507.9828234958,259,3330.567199999998,4089.3805588771056,-758.8133588771076
2890,2012-11-24,729.6134520297312,-494.0852482081073,235.5282038216239,259,1899.904,1552.9251536573247,346.9788463426753
2891,2012-11-25,870.7939057499855,1160.1412568802784,2030.935162630264,259,1961.5306000000003,1482.5238574279492,479.00674257205105
2892,2012-11-26,3513.7144093487486,426.0207126399975,3939.735121988746,259,4231.441500000001,4050.0399728207103,181.40152717929027
2893,2012-11-27,3868.8897936174085,-169.4104391191717,3699.4793544982367,259,4351.961500000002,4317.815337539618,34.14616246038452
2894,2012-11-28,4260.561955829342,-135.48945381641514,4125.072502012927,259,4337.7961000000005,4443.907749536449,-106.11164953644845
2895,2012-11-29,4602.154577416286,-217.40716453327917,4384.747412883007,259,4432.555500000002,4480.9762701408445,-48.42077014084202
2896,2012-11-30,4897.243679168771,-129.8671647353072,4767.376514433464,259,4581.817599999999,4526.374844591394,55.44275540860542
2897,2012-12-01,2615.592406671464,-55.070486861123136,2560.5219198103405,259,2003.1941000000024,2006.1067679430412,-2.912667943038741
2898,2012-12-02,2721.9444343557648,-232.28591713830588,2489.658517217459,259,1824.526800000001,1921.3641717136643,-96.83737171366329
2899,2012-12-03,5310.757218894426,-10.300947880574663,5300.456271013852,259,4356.599200000001,4306.154215677853,50.44498432214709
2900,2012-12-04,5594.54640996076,105.32647005082943,5699.87288001159,259,4490.8691000000035,4401.841666111046,89.02743388895726
2901,2012-12-05,5898.517748114237,54.99771302761246,5953.515461141849,259,4614.371099999998,4507.735149536448,106.63595046354942
2902,2012-12-06,6137.68629204315,35.4492446181331,6173.135536661283,259,4467.178199999999,4564.896212997986,-97.71801299798676
2903,2012-12-07,6317.369935975112,-84.56850974667368,6232.801426228438,259,4628.4526000000005,4582.80670173425,45.645898265750816
2904,2012-12-08,3909.65706420774,22.09923375253458,3931.7562979602744,259,1965.091700000001,2027.311596514468,-62.21989651446688
2905,2012-12-09,3880.380827818903,-4.18261377358712,3876.198214045316,259,1828.170800000001,1871.9963859993782,-43.825585999377154
2906,2012-12-10,6326.016843552595,0.15198691466470915,6326.16883046726,259,4289.3403,4230.9434156778525,58.396884322147116
